date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:35:44	4632/4632	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:06:08%20GMT	https://themes.pixelwars.org/lahanna/images/theblogger/features/layout.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/theblogger/features/layout.svg	(from https://themes.pixelwars.org/lahanna/)
06:35:45	4427/4427	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:06:09%20GMT	https://themes.pixelwars.org/lahanna/images/theblogger/features/seo.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/theblogger/features/seo.svg	(from https://themes.pixelwars.org/lahanna/)
06:35:45	2523/2523	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:06:07%20GMT	https://themes.pixelwars.org/lahanna/images/theblogger/features/fast.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/theblogger/features/fast.svg	(from https://themes.pixelwars.org/lahanna/)
06:35:46	4017/4017	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:06:11%20GMT	https://themes.pixelwars.org/lahanna/images/theblogger/features/translate.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/theblogger/features/translate.svg	(from https://themes.pixelwars.org/lahanna/)
06:35:47	3396/3396	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:06:06%20GMT	https://themes.pixelwars.org/lahanna/images/theblogger/features/doc.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/theblogger/features/doc.svg	(from https://themes.pixelwars.org/lahanna/)
06:35:47	4771/4771	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:06:10%20GMT	https://themes.pixelwars.org/lahanna/images/theblogger/features/support.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/theblogger/features/support.svg	(from https://themes.pixelwars.org/lahanna/)
06:35:48	7824/7824	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:06:11%20GMT	https://themes.pixelwars.org/lahanna/images/theblogger/features/updates.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/theblogger/features/updates.svg	(from https://themes.pixelwars.org/lahanna/)
06:35:49	26374/26374	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Sep%202018%2017:06:01%20GMT	https://themes.pixelwars.org/lahanna/images/theblogger/content/trust-sm.jpg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/theblogger/content/trust-sm.jpg	(from https://themes.pixelwars.org/lahanna/)
06:35:49	204934/204934	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Sep%202018%2017:06:05%20GMT	https://themes.pixelwars.org/lahanna/images/theblogger/content/trust.jpg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/theblogger/content/trust.jpg	(from https://themes.pixelwars.org/lahanna/)
06:35:49	19218/19218	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202020%2009:23:14%20GMT	https://themes.pixelwars.org/lahanna/images/site/badge.png	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/badge.png	(from https://themes.pixelwars.org/lahanna/)
06:35:49	42871/42871	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Sep%202018%2017:05:44%20GMT	https://themes.pixelwars.org/lahanna/images/lahanna/content/footercta-sm.jpg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/lahanna/content/footercta-sm.jpg	(from https://themes.pixelwars.org/lahanna/)
06:35:50	203101/203101	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Sep%202018%2017:05:53%20GMT	https://themes.pixelwars.org/lahanna/images/lahanna/content/footercta.jpg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/lahanna/content/footercta.jpg	(from https://themes.pixelwars.org/lahanna/)
06:35:52	130537/130537	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jul%202023%2010:18:48%20GMT	https://themes.pixelwars.org/lahanna/js/main.js	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/js/main.js	(from https://themes.pixelwars.org/lahanna/)
06:35:52	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://themes.pixelwars.org/lahanna/)
06:35:53	3312/3312	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2013:35:52%20GMT	https://use.typekit.net/xde6ylo.css	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/use.typekit.net/xde6ylo.css	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:53	1306/1306	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:32%20GMT	https://themes.pixelwars.org/lahanna/images/site/stars.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/stars.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:54	3103/3103	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:31%20GMT	https://themes.pixelwars.org/lahanna/images/site/stars-light.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/stars-light.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:54	343/343	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:28%20GMT	https://themes.pixelwars.org/lahanna/images/site/list.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/list.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:55	782/782	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:25%20GMT	https://themes.pixelwars.org/lahanna/images/site/check-circle.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/check-circle.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:55	711/711	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:26%20GMT	https://themes.pixelwars.org/lahanna/images/site/check-square.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/check-square.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:56	316/316	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:31%20GMT	https://themes.pixelwars.org/lahanna/images/site/ribbon.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/ribbon.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:56	333/333	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:27%20GMT	https://themes.pixelwars.org/lahanna/images/site/flag.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/flag.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:57	329/329	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:27%20GMT	https://themes.pixelwars.org/lahanna/images/site/flag-triangle.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/flag-triangle.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:58	445/445	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:24%20GMT	https://themes.pixelwars.org/lahanna/images/site/arrow-square.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/arrow-square.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:58	380/380	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:30%20GMT	https://themes.pixelwars.org/lahanna/images/site/plus.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/plus.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:59	24791/24791	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Oct%202024%2013:35:58%20GMT	https://themes.pixelwars.org/lahanna/images/site/mfp-default-skin.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/mfp-default-skin.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:35:59	24791/24791	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Oct%202024%2013:35:59%20GMT	https://themes.pixelwars.org/lahanna/images/bckg/loading-light.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/bckg/loading-light.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:36:00	1176/1176	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:29%20GMT	https://themes.pixelwars.org/lahanna/images/site/loading.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/loading.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:36:01	1178/1178	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Sep%202018%2017:05:28%20GMT	https://themes.pixelwars.org/lahanna/images/site/loading-light.svg	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/images/site/loading-light.svg	(from https://themes.pixelwars.org/lahanna/css/main.css)
06:36:02	13679/13679	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:03:16%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/insta-gallery/assets/frontend/swiper/swiper.min.css?ver=4.3.4	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/insta-gallery/assets/frontend/swiper/swiper.min7035.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:03	56065/56065	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:03:16%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/insta-gallery/build/frontend/css/style.css?ver=4.3.4	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/insta-gallery/build/frontend/css/style7035.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:04	113381/113381	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:06:29%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/block-library/style.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/block-library/style.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:04	7360/7360	---M--	200	added ('OK')	application/rss+xml	etag:%22045afa3df0a3ff2d05d62a9371c53413%22	https://themes.pixelwars.org/lahanna/demo-04/comments/feed/	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/comments/feed/index.html	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:04	6061/6061	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:06:29%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/css/buttons.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/css/buttons.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:04	59016/59016	---M-Z	200	added ('OK')	text/css	date:Thu,%2015%20Apr%202021%2003:53:07%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dashicons.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dashicons.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:05	209885/209885	---MC-	200	added ('OK')	application/rss+xml	etag:%22045afa3df0a3ff2d05d62a9371c53413%22	https://themes.pixelwars.org/lahanna/demo-04/feed/	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/feed/index.html	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:05	11256/11256	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Jan%202021%2013:10:29%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:06	4186/4186	---M-Z	200	added ('OK')	text/css	date:Wed,%2020%20Nov%202019%2013:17:49%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/js/mediaelement/wp-mediaelement.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:06	46741/46741	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:06:29%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/css/media-views.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/css/media-views.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:06	84805/84805	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:06:29%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/components/style.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/components/style.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:06	1955/1955	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:06:29%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/preferences/style.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/preferences/style.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:07	117161/117161	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:06:29%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/block-editor/style.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/block-editor/style.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:07	521/521	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:06:29%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/reusable-blocks/style.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/reusable-blocks/style.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:08	1316/1316	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:06:29%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/patterns/style.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/patterns/style.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:08	30643/30643	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:06:29%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/editor/style.min.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-includes/css/dist/editor/style.minadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:08	10926/10926	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2006:03:16%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/insta-gallery/build/backend/css/style.css?ver=4.3.4	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/insta-gallery/build/backend/css/style7035.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:09	840/840	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Apr%202024%2018:49:43%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/cooked/assets/admin/css/essentials.min.css?ver=1.7.15.4	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/cooked/assets/admin/css/essentials.mina54e.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:09	12823/12823	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Apr%202024%2018:49:43%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/cooked/assets/css/icons.min.css?ver=1.7.15.4	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/cooked/assets/css/icons.mina54e.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:10	35095/35095	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Apr%202024%2018:49:43%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/cooked/assets/css/style.min.css?ver=1.7.15.4	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/cooked/assets/css/style.mina54e.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:10	380/380	---M-Z	200	added ('OK')	text/css	date:Wed,%2020%20Dec%202023%2020:00:27%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/i-recommend-this/css/dot-irecommendthis.css?ver=6.5.5	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/i-recommend-this/css/dot-irecommendthisadc6.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:11	13675/13675	---M-Z	200	added ('OK')	text/css	date:Sat,%2010%20Apr%202021%2020:10:26%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/pixelwars-core-shortcodes/themes/global/css/fonts/fontello/css/fontello.css	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/pixelwars-core-shortcodes/themes/global/css/fonts/fontello/css/fontello.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:11	12772/12772	---M-Z	200	added ('OK')	text/css	date:Sat,%2010%20Apr%202021%2020:10:26%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/pixelwars-core-shortcodes/themes/global/css/shortcodes.css	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/pixelwars-core-shortcodes/themes/global/css/shortcodes.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
06:36:12	17688/17688	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Apr%202024%2018:49:53%20GMT	https://themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=8.8.2	C:/Users/ABOLARIN/Downloads/website%20templates/foodRecipe/themes.pixelwars.org/lahanna/demo-04/wp-content/plugins/woocommerce/assets/css/woocommerce-layout5d2d.css	(from https://themes.pixelwars.org/lahanna/demo-04/)
